#{"t_start": 1771225423.6887798, "env_id": "None"}
r,l,t
-212.15858,367,13638.957484
-235.00816,300,13654.364876
-227.56947,358,13660.186964
2866.747,2611,13666.622573
3018.0154,2408,13670.38751
2834.292,2844,13673.252838
-144.2743,340,13682.490944
2918.5625,2940,13692.004489
62.948345,655,13693.106454
-105.18112,523,13700.062111
-190.0836,536,13719.706668
-151.6635,661,13723.773916
-274.2325,445,13739.490617
3013.3796,2621,13744.82594
-212.68234,346,13762.545854
-64.370735,528,13769.695596
3078.0305,2593,13774.32418
-205.14886,411,13786.405242
3046.856,2522,13794.000698
-195.7522,560,13796.055561
2904.4497,2612,13803.325998
-181.67746,360,13805.536176
-228.21518,303,13823.19018
-177.49698,321,13824.990263
2951.4504,2771,13825.526726
-256.1541,371,13842.64474
2804.1316,2756,13844.443252
-58.17023,422,13848.423731
2883.0203,2506,13857.964492
-98.6978,554,13874.231041
-157.94193,410,13885.316822
-212.97302,341,13899.553962
-107.70103,445,13911.465614
-270.76706,354,13920.458732
3059.2957,2592,13924.828842
-228.75996,365,13932.714058
2779.0962,2574,13945.045705
2865.286,2604,13948.170661
2867.6755,2132,13948.327103
-20.954725,538,13951.796974
-217.11125,381,13966.390949
-189.17499,363,13969.569081
-75.345,374,13974.745676
-94.33423,409,13991.261447
-216.65631,425,14000.434584
2968.5027,2730,14002.286502
-33.557987,928,14002.87062
2891.5605,2741,14013.642271
-226.89308,390,14027.378386
-151.89378,423,14029.542551
-117.6999,516,14039.870452
-89.26296,513,14053.291563
3013.5266,2469,14058.085598
2992.4956,2452,14068.444942
-249.00986,299,14083.707248
-145.81584,361,14101.085757
2996.912,2545,14104.414939
-189.90923,349,14127.462752
3134.523,2535,14127.677593
-83.25913,512,14130.098487
2903.2903,2583,14137.559016
3000.1638,2496,14161.622062
3014.036,2740,14162.769815
118.77387,1054,14175.681045
2909.168,2610,14182.599951
3027.0557,2507,14183.686145
-180.34496,396,14185.910499
-243.53574,353,14197.689689
-62.205807,521,14214.52875
-149.10603,351,14217.364472
-136.93306,548,14245.897289
2943.9182,2473,14257.703878
2984.7673,2570,14266.081261
-148.48961,412,14267.346379
-212.52533,337,14285.66755
2838.404,2830,14288.353938
-227.22118,563,14288.477245
-219.32126,423,14289.357307
2886.5762,2484,14302.481001
-287.413,307,14303.194501
-195.37645,450,14314.100893
-164.10695,460,14315.129786
-225.36856,290,14320.89071
-146.89566,329,14343.227503
-105.54683,440,14344.237268
2974.2578,2709,14344.720693
2944.289,2771,14345.527455
3193.089,2549,14362.586762
-193.45566,336,14379.777321
-254.94531,248,14394.651973
3051.2122,2717,14417.584903
2940.1772,2697,14433.568175
4040.433,2248,14443.563922
-156.83528,476,14447.048246
-180.92131,339,14451.27638
2954.113,2494,14455.219568
2830.5444,2909,14455.913207
2963.067,2562,14461.59241
-257.30792,311,14473.29911
3182.7937,2763,14473.864978
-196.83379,447,14479.623558
-32.2419,617,14480.528101
-138.18546,565,14482.539123
2630.0369,2987,14512.590442
-58.48036,629,14540.974784
2804.9294,2473,14545.262741
-200.84398,474,14562.010213
-227.48659,369,14564.079906
2998.7827,2538,14564.618114
2820.7603,2427,14569.186813
3092.0674,2559,14583.20161
2860.7551,2758,14585.958901
-135.28955,422,14591.04569
3186.326,2735,14591.32493
2846.7112,2839,14600.608994
-74.736496,429,14609.043943
-182.17102,474,14623.540019
-241.3837,292,14632.357983
19.909327,629,14641.604104
2902.3054,2623,14671.842082
3008.029,2738,14673.524956
2848.803,2768,14677.239362
3048.8047,2544,14687.775077
-222.55237,354,14696.650085
2975.9207,2502,14699.879276
-244.61003,408,14706.212079
-222.33408,340,14720.135566
-149.41806,476,14724.047516
-118.73537,541,14724.892338
2875.82,2460,14725.42664
3023.017,2637,14744.323872
-197.56096,367,14746.67202
2893.7095,2712,14755.380512
-122.110214,417,14765.799554
-261.68707,438,14769.053751
-166.76973,345,14787.782356
-114.580025,536,14792.975704
-194.19257,416,14813.566197
3111.459,2431,14815.938726
-7.0784435,469,14836.666237
2793.8086,2543,14843.835531
-8.9082775,498,14858.362072
3003.0034,2637,14858.780135
3015.4011,2700,14865.274303
2978.7817,2789,14870.515072
-14.647169,627,14875.616239
-243.87627,385,14879.484791
-163.67668,427,14882.958984
-197.95396,341,14891.750072
2955.5154,2695,14901.209589
-177.90182,356,14902.238137
-196.49718,374,14907.179104
-212.10338,305,14911.695738
-183.8555,438,14933.162862
-224.70229,448,14934.511582
-154.34341,425,14936.987194
3160.0327,2667,14943.984853
-117.81609,498,14956.858362
3054.8357,2569,14957.307331
-99.45578,467,14959.335662
3089.3267,2645,14992.416145
2909.6702,2612,14997.122054
-181.65659,326,15020.832188
-165.04736,495,15023.062732
2937.9812,2726,15036.752682
2733.498,2732,15049.581462
2916.7354,2408,15054.67224
2795.002,2753,15057.597745
2778.7607,2499,15058.100561
2887.5317,2691,15071.464946
-213.20517,327,15071.973405
-103.36828,538,15095.004432
-95.08255,616,15099.522934
-154.20221,352,15119.171268
-289.40323,300,15135.132306
2855.1345,2622,15148.28218
3179.1946,2653,15151.276484
-136.04259,593,15177.465411
28.133722,707,15178.756115
2742.4202,2683,15179.444712
2902.8486,3008,15179.945925
3082.6064,2584,15187.8474
2811.67,2731,15196.81548
-192.10352,301,15197.61272
-182.74632,338,15198.419152
-261.9187,323,15199.246913
-117.6217,549,15208.409392
-192.85811,314,15220.822614
3043.1238,2398,15231.821195
-170.14928,501,15256.316397
3116.5679,2478,15260.735244
-213.55792,438,15275.940499
-207.9474,364,15293.261367
-194.77864,392,15311.113415
2784.3672,2362,15323.047461
3151.521,2458,15329.701409
3022.4744,2740,15334.832182
2941.6396,2688,15340.565233
3126.8064,2549,15342.226958
2818.599,2676,15355.068797
-61.68791,609,15378.292342
3091.8772,2640,15386.887103
-178.64815,541,15403.975917
-211.83656,401,15408.011133
-187.71825,408,15431.457449
2759.0166,2741,15446.258083
3034.14,2667,15448.938234
3118.3066,2533,15452.443418
2985.5693,2585,15461.672229
2808.206,2693,15465.392105
2697.424,2928,15466.539596
-179.27054,506,15468.316322
-261.04773,323,15481.615587
-228.30112,357,15490.778238
-195.37851,434,15493.676923
-185.44788,382,15513.950733
-154.66513,500,15517.82427
-183.70839,387,15538.395873
2808.8682,2747,15551.731124
-119.28378,451,15561.048301
2964.522,2522,15563.256069
2990.3926,2577,15585.618744
2969.0403,2671,15585.737262
-2.3692605,724,15591.038062
2907.4138,2706,15604.357609
-101.76912,425,15605.542732
-167.91942,354,15609.637976
3105.0547,2651,15613.969233
16.599695,777,15624.252975
-102.28318,469,15634.29694
-101.25009,476,15645.368862
-168.21442,370,15649.309972
-91.668,502,15660.297701
3005.8408,2849,15664.257533
-131.55618,521,15675.075046
2910.2556,2498,15682.775432
3093.0908,2771,15686.131828
-228.91061,279,15700.071572
-41.02379,504,15716.221849
3146.2756,2442,15741.582022
2916.634,2565,15742.415994
-271.5491,337,15759.339199
3036.1675,2488,15770.308661
-91.78002,415,15791.396043
2873.9863,2646,15792.47268
2669.0366,2594,15793.581868
3150.2073,2811,15815.059837
-17.600454,502,15818.237979
3158.867,2626,15830.357206
-84.85437,437,15841.130173
2871.8328,2681,15852.482069
3105.3643,2573,15867.675363
-66.62548,526,15872.363473
94.95397,788,15874.113518
3008.903,2666,15890.738174
-128.48885,427,15898.298376
2.1281378,725,15903.125453
2844.9192,2371,15911.611021
-91.07458,517,15925.987581
-151.5255,437,15928.178962
2823.193,2833,15934.118233
-210.83406,346,15951.624504
-183.21202,404,15956.594167
2749.0095,2683,15965.068233
2746.8086,2520,15968.289155
-209.325,422,15986.490704
-239.92505,333,16003.295949
2858.2053,2513,16011.713923
-200.86116,385,16023.71779
2944.6028,2730,16040.797206
-75.76952,409,16043.387812
2959.6338,2567,16051.916967
-168.78458,415,16069.594765
3102.8784,2434,16071.515698
2960.7544,2617,16087.829014
-102.706894,474,16090.78922
2843.2986,2762,16100.98916
-138.52333,348,16108.921719
-186.60281,312,16110.541532
3068.6035,2696,16110.953995
-69.520294,425,16128.301735
-180.59964,360,16132.569283
3038.206,2525,16148.083909
-100.79146,586,16174.279579
3071.2131,2596,16175.251674
-274.28156,323,16189.691304
3144.1082,2663,16190.584314
3076.05,2604,16202.542259
-101.04453,439,16222.222264
2857.8643,2529,16231.68196
2945.7847,2537,16233.612334
-123.78336,448,16244.263942
2791.7002,2625,16252.292658
3001.5422,2590,16254.333231
-97.03712,483,16255.739701
-214.18008,540,16260.041733
-158.11104,459,16274.427083
-184.19481,349,16282.240206
-226.74995,299,16292.744724
3100.9138,2433,16305.244724
-87.716835,473,16307.717828
3085.853,2510,16326.447298
-178.74594,348,16327.028414
-63.176186,439,16329.03616
2958.2424,2685,16333.620176
3965.3555,1427,16335.780885
-165.59648,380,16350.430769
-185.40802,393,16357.47816
-219.09232,415,16361.325364
-209.10565,335,16373.067089
-212.51518,532,16401.509212
3025.576,2531,16407.796836
3085.6938,2865,16419.304375
-193.78345,372,16419.513724
-227.81746,327,16427.115407
3025.1836,2795,16444.123641
65.06516,697,16454.15237
3244.7625,2477,16459.10913
-160.44273,363,16461.514158
2780.8638,2645,16469.792076
-107.02264,504,16486.790723
3097.2239,2660,16501.460659
2940.4495,2698,16507.694249
-216.65108,368,16512.278113
-214.69246,369,16531.078581
-91.43608,568,16531.964984
-179.53658,399,16549.677861
2663.6318,2690,16556.93069
-89.01271,438,16570.388073
2835.2505,2866,16572.907993
-191.72461,430,16579.204575
3012.996,2518,16581.781665
2840.6392,2656,16602.273603
-224.69221,352,16603.357749
2807.5142,2613,16609.840628
-88.87628,388,16610.484882
-220.92404,377,16624.332582
-72.90007,494,16630.188538
-177.17776,414,16634.344657
-198.24196,364,16646.336457
2839.6858,2791,16655.142289
4043.402,1556,16657.955313
-165.14272,421,16675.387176
2760.121,2814,16678.168751
-166.53859,427,16679.345877
-241.33392,301,16693.534384
-129.81319,424,16702.539521
3174.6309,2775,16725.596864
-92.78715,603,16733.768436
2976.3896,2709,16747.420723
2812.981,2637,16760.032663
3155.611,2705,16764.949745
-219.46268,315,16776.563569
3105.5088,2705,16777.484145
-164.0567,371,16788.016044
-121.21704,391,16798.689438
-182.39574,448,16817.958059
2871.1328,2675,16819.411273
4105.0376,1709,16822.931674
-152.49895,488,16828.135368
2705.5327,2651,16828.753537
-180.37039,388,16851.687729
-25.27574,559,16853.628835
-24.182434,707,16855.304636
2936.8833,2787,16869.771562
-151.62073,391,16874.330638
-147.84146,470,16876.308736
2938.9426,2476,16884.310602
-170.15508,284,16891.764525
-99.17349,436,16895.703012
-112.073074,513,16906.888827
-160.2195,418,16908.779622
2859.7803,2436,16919.011183
-299.4067,252,16925.972847
-163.3247,395,16948.317316
2829.6265,2511,16966.000008
2857.1438,2924,16976.043638
2900.457,2637,16995.152505
-127.10461,373,17013.032841
3071.9585,2464,17016.652046
2680.9417,2618,17029.430084
-134.656,429,17043.235148
2875.3718,2809,17052.609633
2802.3384,2566,17054.773835
-128.941,539,17061.741907
-226.5945,302,17073.668698
3061.7422,2631,17077.188795
2.5889685,445,17086.079201
2913.9092,2459,17095.514876
2798.9382,2500,17107.340284
-283.87198,341,17125.999049
-223.04163,415,17150.292216
2892.6746,2608,17153.608205
-104.0161,480,17169.681477
2943.3723,2636,17176.620177
2982.764,2518,17180.247688
-243.99706,374,17186.319756
3053.5574,2344,17203.926438
3104.3943,2596,17206.665175
-199.97131,397,17208.09615
2995.9539,2701,17208.622007
64.28651,733,17217.496913
2913.9897,2705,17228.403464
-199.37555,484,17253.456781
-150.96513,387,17272.753291
4137.792,1367,17274.208828
3199.3152,2798,17288.076996
-231.87329,411,17294.899156
3101.9592,2606,17304.795775
3027.9556,2694,17324.774992
3116.4011,2669,17325.586018
3014.5332,2674,17326.745937
3009.049,2815,17350.601349
-168.19794,480,17354.216919
-200.22952,323,17367.977419
-109.82429,464,17388.401416
-25.2704,711,17388.980196
2976.9783,2637,17393.406286
2785.948,2546,17406.569734
-86.09551,565,17413.734305
-68.50389,489,17417.303238
3138.228,2675,17418.31207
-197.42418,379,17425.142456
2953.0398,2653,17430.808216
-177.08011,335,17444.473658
-199.63388,404,17447.161659
-73.21351,614,17454.707906
-86.91666,420,17454.923054
2975.623,2381,17457.240095
2706.0044,2681,17472.993476
-126.67095,315,17474.620093
-241.38356,276,17475.676691
-244.29451,297,17490.863763
-141.06625,458,17498.408875
-153.62964,544,17501.985459
-214.28383,294,17515.816953
-87.33283,519,17519.899292
3078.681,2447,17526.210435
-258.9634,311,17536.929076
-183.86127,450,17539.894086
-125.444885,479,17553.210741
-231.2613,468,17578.808765
2814.1982,2598,17585.952213
2827.4421,2492,17592.157085
2991.762,2657,17593.011515
2874.7266,2852,17593.982236
-208.00507,273,17603.909309
-205.84033,333,17613.104965
-92.5793,560,17628.174288
-261.58173,294,17631.944697
-70.88756,543,17634.786799
3112.5205,2640,17648.784555
-208.4846,306,17651.23261
-119.9738,509,17658.328825
-158.65103,576,17659.393287
-253.45709,290,17670.096202
-240.03236,282,17683.365134
3063.8628,2531,17687.138578
-170.9562,344,17698.002026
2929.9849,2747,17704.086456
-184.85419,438,17709.382375
-162.34038,381,17710.438007
-227.21684,384,17721.015195
-284.00928,293,17727.573472
-174.03365,366,17732.073101
3040.8901,2567,17735.293214
-230.53737,383,17743.79534
-183.15881,376,17749.614513
2907.0022,2529,17751.524894
-119.056984,487,17761.77723
-111.48175,464,17777.385421
-31.799147,597,17781.627647
-144.59691,374,17797.387586
2974.3035,2288,17799.837661
-291.0294,325,17805.246181
-114.282295,396,17825.994875
3092.973,2857,17826.296266
2964.8477,2293,17834.978908
-86.329575,533,17849.352621
3055.8875,2433,17869.861341
-94.646126,594,17874.36172
2967.6038,2744,17879.421409
-243.71716,272,17885.660248
3160.5234,2494,17889.34174
4.783777,601,17911.804897
-26.288258,644,17926.585621
2750.7966,2657,17934.847167
-225.03792,400,17944.787401
2859.5518,2828,17945.280005
3047.0461,2503,17947.654473
-132.38895,442,17967.495519
-80.5452,478,17969.922227
2699.8525,2726,17971.583919
-56.852177,775,17973.79113
-136.06743,483,17992.984631
84.452324,721,18004.897349
2985.5457,2627,18018.276726
2873.5542,2671,18025.422933
-23.200087,605,18027.655458
-57.405148,479,18044.685335
2927.9368,2814,18057.259881
-292.12656,309,18061.770241
-275.86484,316,18079.638215
-119.391975,455,18082.568847
2769.672,2777,18097.425306
-195.30362,354,18098.438786
-211.30008,380,18103.252735
2948.4812,2596,18107.251459
3057.1543,2682,18118.887576
-216.48784,331,18120.47861
-120.56158,506,18128.250582
109.27036,749,18144.52468
3023.1565,2185,18149.164529
-45.71587,483,18154.95867
2847.5942,2609,18155.841075
-167.02306,451,18167.211783
2898.4873,2491,18167.620797
-119.85251,497,18190.871541
4052.0916,1568,18192.242284
-127.79911,403,18212.070698
4183.5576,1639,18238.408357
2916.808,2483,18240.44588
2792.0234,2737,18251.590072
-102.19575,485,18262.176356
2873.123,2515,18264.742481
-210.64624,353,18270.088541
2795.556,2604,18277.257353
3183.849,2622,18277.491454
-237.82242,303,18282.974279
-177.98021,366,18284.182904
-70.66767,439,18303.102839
-206.58398,358,18304.059864
-188.76389,337,18321.131782
2806.4316,2822,18335.568436
3265.3699,2697,18347.953027
-224.51524,416,18357.616739
4143.18,1514,18358.030299
-181.16711,462,18371.831804
-229.15125,423,18378.484067
3120.741,2740,18390.174001
-181.92503,471,18401.179788
3040.1548,2350,18404.839569
3258.9749,2664,18423.332879
-121.68254,471,18427.322645
3033.0469,2650,18445.233838
2864.497,2861,18466.684036
-66.534325,563,18468.205739
-231.21103,420,18488.170648
-119.48261,398,18488.844746
3255.1262,2709,18489.678051
3035.4124,2587,18496.412696
-236.26254,324,18506.857275
-227.34995,433,18510.444243
-87.817,504,18513.004038
2769.3247,2584,18516.161888
2763.232,2565,18528.099772
-107.53041,553,18534.704216
-148.26242,525,18544.992479
90.05761,912,18549.013701
3003.6355,2420,18553.604556
2987.3118,2554,18557.452539
-144.77515,532,18562.064129
-239.52869,343,18569.823225
-92.08925,475,18572.708575
-207.54248,346,18574.065671
-177.35623,443,18588.639931
-256.12213,303,18591.650218
-178.07599,386,18611.113302
51.32397,683,18624.10361
2848.617,2442,18636.522269
2939.6116,2613,18656.830195
80.66303,804,18659.585143
2878.3132,2474,18667.433943
-181.05284,404,18683.184971
2822.4734,2320,18688.411017
3023.165,2589,18691.828732
3024.5566,2471,18702.050141
-222.80228,289,18705.142826
-137.40028,523,18722.682335
-220.51765,335,18725.279436
-229.37068,392,18725.562933
3168.2783,2556,18741.376685
-196.7301,482,18748.116025
2879.386,2593,18777.135284
3089.1455,2307,18787.940069
-178.15776,341,18795.248907
2821.7468,2727,18799.996053
-224.56827,348,18808.28542
-182.9747,403,18817.718218
2767.6685,2654,18821.366017
-242.602,360,18837.396896
-196.65239,414,18843.038051
2761.7476,2454,18848.444092
-197.92622,327,18855.671043
3221.547,2585,18860.368376
-224.47862,267,18860.959586
-273.06732,287,18867.910556
2859.8135,2394,18881.850908
3092.0793,2631,18887.957796
-152.08766,519,18890.869473
-149.76407,459,18891.495687
-151.15565,425,18895.921349
-232.04869,413,18906.328668
-171.44435,337,18908.45861
-134.45345,378,18920.683399
-175.40385,360,18928.1636
2862.056,2303,18937.654364
31.946497,567,18939.975631
-190.16774,766,18961.495269
-8.065394,544,18962.506715
2948.3687,2933,18968.886932
-148.17023,474,18989.441754
-256.77835,530,18993.537834
-183.94553,451,18997.448489
2875.087,2728,19012.720635
-95.0632,509,19025.419008
2974.769,2524,19026.674864
-224.70699,270,19027.99321
2720.2961,2599,19029.774074
-254.4308,325,19046.8707
-233.14111,368,19047.9587
2819.8708,2607,19057.583873
-161.39525,329,19066.737304
57.013103,727,19067.436908
3141.343,2946,19088.645931
2665.935,2446,19113.609029
2862.7861,2678,19125.767855
-197.62769,509,19135.431668
-194.78645,392,19146.908746
-243.02617,348,19156.131418
-161.05568,392,19168.747416
3032.21,2803,19169.530838
2924.2043,2532,19170.348094
3026.209,2560,19182.86483
2732.596,2470,19187.150439
-233.44476,316,19189.012223
-183.34665,433,19193.680974
3122.5352,2651,19202.92379
-143.54463,505,19216.978577
-87.10537,483,19221.474335
-214.88179,392,19225.209907
109.39364,735,19233.16538
2887.822,2734,19234.831176
2720.672,2486,19266.706937
-163.12108,435,19289.243713
2931.5046,2765,19292.296251
3192.1565,2545,19302.89719
-289.72617,289,19308.409582
2952.4348,2625,19324.202316
-236.8161,351,19326.145929
2905.2244,2489,19333.476398
3137.2363,2521,19333.604206
2792.3787,2783,19336.813577
3009.8135,2769,19340.800646
-281.98135,279,19342.782307
-134.89027,462,19351.078887
-213.09552,418,19358.489174
-149.97849,574,19370.496364
-227.40546,515,19372.213915
-164.36098,374,19372.213971
-165.97441,355,19380.601984
-96.79498,505,19403.721867
-94.50736,638,19415.815016
-118.27702,541,19427.2995
3021.2727,2692,19434.066039
-192.48845,421,19435.348078
2817.2156,2804,19452.71109
2882.555,2322,19455.51514
-179.893,347,19474.338369
-121.00931,475,19475.360821
2751.2722,2637,19476.883887
-166.69878,362,19491.221816
-192.8548,397,19502.298574
3102.846,2739,19512.267878
2908.744,2738,19514.075076
-151.42143,599,19540.830355
2914.9272,2627,19553.910343
2870.9475,2861,19556.715544
3113.977,2766,19557.767068
-116.49431,441,19574.642061
2841.963,2589,19598.815934
-193.8877,391,19599.336545
2987.5652,2614,19616.732875
3031.9434,2540,19617.995812
-193.37529,381,19618.149737
-182.51521,431,19619.953486
2701.154,2548,19631.780267
-197.25598,379,19637.755023
-195.62038,369,19640.714534
-116.12979,523,19646.837484
-83.45006,427,19660.275553
-182.64166,444,19668.918597
3177.1992,2788,19674.044759
-174.33435,372,19689.69694
3066.4253,2500,19693.270547
-162.28516,373,19694.833085
3006.0535,2725,19706.300815
-161.98557,382,19718.052682
-165.39864,420,19729.870746
-208.74788,272,19744.68533
2917.1309,2344,19746.755368
50.423855,685,19756.329918
-179.88528,329,19764.362527
-162.07745,356,19768.258098
2927.516,2511,19779.173532
2960.9775,2678,19780.225956
-95.55328,504,19790.661283
-90.81537,512,19805.877734
2966.3643,2850,19820.775403
3009.932,2489,19831.035703
3024.7922,2514,19835.091913
-164.92729,451,19851.735253
-256.19016,301,19868.443568
2970.3225,2378,19881.318395
-219.98903,375,19884.924222
2913.2961,2537,19900.047087
-134.50995,410,19903.083756
3001.2869,2654,19922.645758
-246.31363,421,19926.583104
2908.2356,2668,19933.464728
2854.759,2615,19947.074218
-121.0926,500,19949.386682
-189.48131,398,19954.516301
3011.6357,2619,19957.429494
3165.8813,2635,19974.164686
-42.08326,518,19974.662343
-134.20998,450,19978.183697
-227.84215,360,19994.477151
-99.12949,443,19998.696999
-149.23355,425,20002.67009
-197.1662,361,20015.182452
3142.82,2521,20024.641634
-32.79304,530,20031.816761
-101.85579,417,20041.896539
-122.19274,371,20051.750682
-205.60944,282,20053.909767
-209.81377,340,20062.896478
3029.1565,2760,20063.669031
2937.0781,2452,20066.690303
-212.61386,380,20073.889674
-105.95506,456,20080.91988
-216.6808,365,20084.547919
-222.42744,309,20085.348759
-181.43092,390,20097.549732
2985.0469,2531,20098.011032
2810.674,2627,20111.377317
-147.16776,448,20122.349917
2963.1384,2817,20151.321802
3014.1716,2796,20177.600295
3241.523,2560,20178.77631
3165.4492,2481,20178.893721
3139.6406,2559,20181.844589
2922.0925,2542,20194.850574
-245.62733,338,20199.592985
-147.52728,417,20203.289068
2930.0012,2589,20211.984554
2868.2344,2514,20218.103436
2979.604,2646,20248.954943
-115.32217,547,20269.247217
-224.2833,323,20284.754635
2918.68,2621,20290.942365
3227.9543,2630,20297.356082
3111.209,2582,20314.7938
3047.651,2725,20317.149002
2845.3987,2625,20319.839207
2841.195,2586,20326.267054
-170.11957,467,20327.114647
-148.6218,405,20338.305061
-244.73265,302,20339.665303
3024.3428,2689,20341.22642
-164.04263,382,20359.450356
-165.021,420,20360.357093
-120.82661,512,20367.957011
-193.20885,334,20379.986634
-167.80142,428,20384.835654
-226.05882,348,20389.396171
-182.7858,320,20404.859211
-11.446165,671,20427.012475
2819.0918,2630,20432.614586
3025.1816,2571,20437.58085
-232.3407,417,20449.555685
-228.98914,328,20453.73246
2941.1565,2722,20471.100223
-224.12367,330,20471.836626
3097.4954,2776,20482.128057
2745.0923,2827,20485.062439
-61.47995,539,20497.829008
2885.2737,2573,20516.351882
2853.7737,2535,20538.589997
-196.35106,374,20539.668246
-195.48875,379,20557.711591
-146.67215,387,20558.627062
-217.13376,332,20575.970091
2765.3953,2693,20581.037717
3136.654,2546,20582.353466
-76.26058,516,20584.189818
-180.87062,374,20596.59902
2863.3918,2675,20612.881912
3013.887,2481,20613.620704
-156.56244,324,20615.113976
3156.2388,2625,20623.441873
2839.9583,2486,20629.56232
-271.83563,332,20631.882269
-208.68855,428,20634.157916
-114.42655,420,20658.123553
-225.13231,359,20659.663041
-92.61931,492,20663.715706
328.15067,1117,20677.894247
-197.80276,504,20686.057112
-104.18326,593,20694.166983
-117.25685,464,20700.360636
-151.8328,471,20709.642467
-159.67639,366,20713.639995
2931.8455,2506,20721.024259
-166.64067,381,20722.69697
3089.9307,2569,20729.311423
2936.4373,2684,20733.829832
-242.69441,339,20734.723779
-119.11268,508,20740.026068
-192.92384,468,20750.001237
-156.8863,315,20753.791374
-194.63283,410,20759.759984
-210.98868,420,20769.761054
-161.83029,344,20778.363979
-245.06163,337,20784.1581
2970.3818,2937,20797.934204
-219.11278,371,20799.464368
2861.4414,2654,20810.808665
-169.91524,365,20820.390598
-199.2108,404,20821.175476
-207.49355,348,20831.02772
-250.40007,333,20837.479574
4132.748,1553,20849.384644
3109.342,2576,20864.986833
2986.3025,2601,20870.139885
-48.476036,801,20871.071018
-196.31828,333,20887.980059
3084.7244,2516,20890.670912
-138.15446,493,20903.273949
-177.36606,364,20909.590665
-179.75887,355,20924.12614
2804.7078,2624,20924.882475
-243.91502,309,20939.779521
-99.74825,486,20948.957292
3226.908,2603,20954.465612
3225.2634,2809,20974.658262
-100.89072,482,20977.631431
2992.2114,2555,20993.191008
-227.90816,270,21000.889169
-152.20216,425,21004.984393
-238.04187,347,21020.101537
3016.3137,2649,21025.257904
3119.8467,2759,21039.79215
-144.42183,419,21041.086763
-130.46823,458,21048.532274
-212.70728,314,21059.084505
3066.175,2835,21067.897359
-212.14757,489,21069.864197
-176.35724,460,21074.555076
2935.5403,2656,21086.623909
2771.7913,2621,21094.698152
-225.14691,334,21108.90999
2743.6545,2508,21129.462222
2906.6777,2433,21134.200135
-45.80942,538,21157.53229
-207.94711,312,21174.865574
-210.0397,324,21191.177433
3085.2563,2500,21192.074535
2971.482,2392,21192.834732
2885.4722,2659,21201.264821
2909.6057,2932,21211.469383
-154.25485,512,21223.359575
-186.43048,368,21231.515952
2986.4387,2655,21233.830575
2702.5142,2662,21245.075292
-209.90637,369,21253.794426
3000.3882,2537,21262.868426
-157.584,383,21264.609389
-145.44524,427,21279.154098
-136.06865,745,21306.078233
3091.847,2536,21326.076454
-242.4296,362,21328.367183
2761.3137,2562,21328.857293
-240.88731,263,21343.108325
2919.0813,2662,21346.263711
-208.46727,337,21349.917011
-158.5693,488,21358.298176
2964.3416,2494,21360.961106
2975.0234,2644,21361.208824
-178.29025,359,21365.619536
-210.92993,381,21382.692127
-227.20682,383,21383.030611
-136.33905,504,21386.378103
-90.11453,522,21392.226255
3277.87,2564,21394.736086
3291.4048,2760,21408.053149
-196.16336,570,21427.036514
23.167131,643,21428.059763
-168.97993,549,21456.525518
-131.10632,444,21473.794245
2925.972,2458,21474.035974
2814.097,2736,21479.750478
2954.7046,2562,21501.064116
2840.414,2587,21501.672128
2827.851,2613,21506.423358
2977.4822,2495,21526.926054
-224.08264,257,21540.62855
-28.848104,565,21540.934096
2827.5452,2426,21541.464158
-232.36243,294,21559.073194
-178.34262,412,21564.611623
-180.09628,323,21584.306561
2920.419,2473,21601.204731
-260.321,390,21603.172616
2985.6252,2480,21610.375593
-244.69225,307,21622.162979
3087.779,2818,21622.163031
-226.39781,341,21643.893793
-70.50903,448,21648.35515
-60.64411,655,21650.052758
3108.7227,2585,21650.253209
3045.9956,2636,21652.125104
-277.30103,289,21669.439503
-276.3377,416,21675.404381
-83.00806,458,21691.633949
3151.4333,2756,21696.488953
3996.71,68,21701.198704
-85.13798,632,21709.113994
-165.83046,327,21710.049006
2688.2883,2740,21711.859067
-85.90026,523,21729.981716
2748.1282,2465,21740.580813
-111.18245,563,21743.264163
-228.35814,314,21765.379414
-200.44325,378,21765.642857
-163.24234,329,21783.392689
-208.60721,384,21785.826272
-192.14294,324,21802.617153
3026.097,2862,21806.370132
-177.89929,359,21808.60713
3036.3713,2857,21811.218803
3103.656,2816,21812.587112
-227.14264,251,21826.845521
-167.83897,382,21828.726629
-139.38356,457,21841.783638
-182.29507,315,21847.84394
2863.6257,2502,21854.418267
2871.9421,2488,21855.355264
-113.50038,508,21856.379114
-208.39859,348,21860.989749
-212.9879,306,21865.85052
-288.2634,307,21881.706558
-215.80164,348,21888.300399
-167.00317,422,21888.300454
2849.7422,2617,21890.770433
-174.12827,440,21907.249272
-98.204704,430,21913.389066
-179.39284,487,21935.180491
3182.7405,2364,21939.880351
-136.83607,371,21953.789191
-199.81017,395,21960.862744
-109.61216,390,21975.25741
2935.3381,2955,21976.773617
2939.026,2511,21996.074909
3075.1812,2426,21999.549849
2844.339,2399,22013.559875
-120.73343,422,22017.065394
-220.24593,334,22031.311903
2959.9941,2792,22037.503747
-150.22092,391,22039.816949
2987.244,2757,22051.295324
-151.598,471,22058.036932
-28.452345,511,22066.089759
-190.81714,318,22075.278215
3098.6028,2573,22099.041509
3155.2698,2371,22100.884919
-212.29495,366,22118.429142
2838.8054,2672,22119.12358
